,Студент,Группа,Дисциплина,Семестр,Учебный год,Оценка,Специальность,Форма обучения,Квалификация,Статус
74737,45326B4F686858356B76657371524B70735A386A61673D3D,704841504A45636A70696436563239517278303465773D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74738,396177464164754964615250394F48657173455770773D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74739,4D4B4E7867334C4464666D34304943513150573344673D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74740,395250484245556756645656765A57752F4B652F2F413D3D,704841504A45636A70696436563239517278303465773D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74741,743575457065453432397873463054537949636E76773D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74742,4A4E54346753757733674348584861366F78764F39513D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74743,4D4254574E307175346E4B334153547631692B5963413D3D,704841504A45636A70696436563239517278303465773D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74744,414F53327244584C53375574716172503373366F73673D3D,304738582F5A6B647A6E78376531317A4568746C48673D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74745,334C665947784F366E55317178704B462B66397768673D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74746,4C304F34756479567A6257396B396F384E556F3546673D3D,704841504A45636A70696436563239517278303465773D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74747,37415457784750363644596543306D754D7A446B4D413D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74748,69633766496756344377335A385674557845544A75413D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74749,384B66764F744D7A636E6E63306532337541793637513D3D,704841504A45636A70696436563239517278303465773D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74750,6234707A55435635363730583671526D5933784B66513D3D,704841504A45636A70696436563239517278303465773D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74751,2B7558686C3965477A6A4A6579327258677A686933673D3D,704841504A45636A70696436563239517278303465773D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74752,6E324C392B36612B36544F4B492B79375A5A356E63773D3D,304738582F5A6B647A6E78376531317A4568746C48673D3D,Творческий проект,2,2015/2016,незачет,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74753,6E324C392B36612B36544F4B492B79375A5A356E63773D3D,304738582F5A6B647A6E78376531317A4568746C48673D3D,Творческий проект,2,2015/2016,неудовлетворительно,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74754,53624D34645371704F747756576435673470586232513D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74755,6A4561397149484D475838697044614C6550303252413D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74756,4361637838766B6A654F4778347A4663455A497864673D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74757,6F2F552F4834356A56534B3232506E685472365266773D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74758,7041724A5A6B65594833314C3450426D504956386C513D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74759,67395042734F662B4F6E7A4D796B65337649554837773D3D,704841504A45636A70696436563239517278303465773D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74760,37762F7865456959786438313273496A6F6735794E673D3D,704841504A45636A70696436563239517278303465773D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
74761,744C3168424579724F56334138786F386B414B6337513D3D,646D42386A596B6752666B7236416C41422B4D3439513D3D,Творческий проект,2,2015/2016,зачтено,18.03.01 Химическая технология,Очная,Бакалавр,Отчисленный
75098,3064454B3557487735425255416272764368776334513D3D,596730306A55565236696877354D74674B49476832413D3D,Творческий проект,4,2015/2016,незачет,27.03.05 Инноватика,Очная,Бакалавр,Отчисленный
75099,3064454B3557487735425255416272764368776334513D3D,596730306A55565236696877354D74674B49476832413D3D,Творческий проект,4,2015/2016,неудовлетворительно,27.03.05 Инноватика,Очная,Бакалавр,Отчисленный
75222,6B657957357132624735524B512F334636384F6130513D3D,5541486848695453394F636A706E2F725A34394F4A773D3D,Творческий проект,2,2015/2016,незачет,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
75223,6B657957357132624735524B512F334636384F6130513D3D,5541486848695453394F636A706E2F725A34394F4A773D3D,Творческий проект,2,2015/2016,неудовлетворительно,09.03.02 Информационные системы и технологии,Очная,Бакалавр,Отчисленный
75479,746A6C6B48524F494A50322B4E6D4F496B49594D64413D3D,305655636F36424D4A646C336D6F46457139634C46413D3D,Творческий проект,4,2015/2016,зачтено,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
75528,72514231526146434C792F6452553878387574694B513D3D,2B444655667363345661326C624D2F57376B553254513D3D,Творческий проект,1,2015/2016,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
75529,4632304D3650577A53305A2B7256564B71306C3439513D3D,2B444655667363345661326C624D2F57376B553254513D3D,Творческий проект,1,2015/2016,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
